name,FIRSTNAME,LASTNAME,info,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,practices,cityofpractice,probonoserviceprovided,clientdemographics,gender
Kabir Rajagopal,Kabir,Rajagopal,"Kabir Rajagopal has 13 years of experience in Banking and Finance Law, Banking and Finance Law, and Human Rights Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is High Court. He charges 484.11071547280744 USD per hour. He takes 107.48392342716193 Avg Days for Disposal. He speaks: Hindi, Tamil and Punjabi. He practices at Shan-Grewal, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",13,"Banking and Finance Law, Banking and Finance Law, and Human Rights Law",1,High Court,484.1107155,107.4839234,"Hindi, Tamil and Punjabi",Shan-Grewal,Delhi,no,Individuals,male
Raghav Mahajan,Raghav,Mahajan,"Raghav Mahajan has 13 years of experience in Corporate Law, Medical Law, and Labor Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is High Court. He charges 83.10350939709454 USD per hour. He takes 89.11750718802716 Avg Days for Disposal. He speaks: Hindi, Kannada and Punjabi. He practices at Hegde and Sons, and is based in Kolkata. She provides pro bono services to the community. Her Client Demographics is Individuals.",13,"Corporate Law, Medical Law, and Labor Law",4,High Court,83.1035094,89.11750719,"Hindi, Kannada and Punjabi",Hegde and Sons,Kolkata,yes,Individuals,male
Anahi Dar,Anahi,Dar,"Anahi Dar has 4 years of experience in Real Estate Law, Real Estate Law, and Consumer Protection Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 74.04557107595772 USD per hour. He takes 86.68602412590582 Avg Days for Disposal. He speaks: Marathi, Punjabi and Odia. He practices at Baral-Das, and is based in Bangalore. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",4,"Real Estate Law, Real Estate Law, and Consumer Protection Law",1,Specialized Court,74.04557108,86.68602413,"Marathi, Punjabi and Odia",Baral-Das,Bangalore,no,Large Corporations,male
Shalv Lata,Shalv,Lata,"Shalv Lata has 1 years of experience in Tax Law, Human Rights Law, and Tax Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 471.89765183330235 USD per hour. He takes 92.86686350754589 Avg Days for Disposal. He speaks: Marathi, Punjabi and Kannada. He practices at Koshy-Keer, and is based in Hyderabad. He provides pro bono services to the community. His Client Demographics is Individuals.",1,"Tax Law, Human Rights Law, and Tax Law",4,Supreme Court,471.8976518,92.86686351,"Marathi, Punjabi and Kannada",Koshy-Keer,Hyderabad,yes,Individuals,male
Sumer Gara,Sumer,Gara,"Sumer Gara has 17 years of experience in Intellectual Property Law, Environmental Law, and Banking and Finance Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is High Court. He charges 288.44403148319276 USD per hour. He takes 72.75438790653891 Avg Days for Disposal. He speaks: Hindi, Bengali and Bengali. He practices at Bhasin-Kashyap, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Individuals.",17,"Intellectual Property Law, Environmental Law, and Banking and Finance Law",1,High Court,288.4440315,72.75438791,"Hindi, Bengali and Bengali",Bhasin-Kashyap,Bangalore,yes,Individuals,male
Nayantara Sama,Nayantara,Sama,"Nayantara Sama has 8 years of experience in Tax Law, Civil Law, and Medical Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Specialized Court. He charges 326.70635655512126 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Urdu, Punjabi and Bengali. He practices at Bir-Kalla, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",8,"Tax Law, Civil Law, and Medical Law",3.004576659,Specialized Court,326.7063566,89.33090202,"Urdu, Punjabi and Bengali",Bir-Kalla,Bangalore,no,Large Corporations,male
Samar Bhatnagar,Samar,Bhatnagar,"Samar Bhatnagar has 2 years of experience in Media and Entertainment Law, Constitutional Law, and Intellectual Property Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 267.090620717628 USD per hour. He takes 101.16879597709695 Avg Days for Disposal. He speaks: Punjabi, Odia and Assamese. He practices at Sura, Chowdhury and Shere, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Small Businesses.",2,"Media and Entertainment Law, Constitutional Law, and Intellectual Property Law",5,Specialized Court,267.0906207,101.168796,"Punjabi, Odia and Assamese","Sura, Chowdhury and Shere",Delhi,yes,Small Businesses,male
Adah Dara,Adah,Dara,"Adah Dara has 28 years of experience in Civil Law, Family Law, and Real Estate Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 92.14585367336352 USD per hour. He takes 99.62920694165553 Avg Days for Disposal. He speaks: Bengali, Assamese and Telugu. He practices at Kari-Manda, and is based in Delhi. She provides pro bono services to the community. Her Client Demographics is Individuals.",28,"Civil Law, Family Law, and Real Estate Law",2,Supreme Court,92.14585367,99.62920694,"Bengali, Assamese and Telugu",Kari-Manda,Delhi,yes,Individuals,male
Samar Roy,Samar,Roy,"Samar Roy has 8 years of experience in Human Rights Law, Consumer Protection Law, and Consumer Protection Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is District Court. He charges 395.6402202883999 USD per hour. He takes 85.94598593454167 Avg Days for Disposal. He speaks: Malayalam, Kannada and Gujarati. He practices at Divan, Biswas and Bahl, and is based in Mumbai. He provides pro bono services to the community. His Client Demographics is Small Businesses.",8,"Human Rights Law, Consumer Protection Law, and Consumer Protection Law",2,District Court,395.6402203,85.94598593,"Malayalam, Kannada and Gujarati","Divan, Biswas and Bahl",Mumbai,yes,Small Businesses,male
Damini Shanker,Damini,Shanker,"Damini Shanker has 7 years of experience in Banking and Finance Law, Civil Law, and Civil Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 386.2510902898641 USD per hour. He takes 93.2657730163075 Avg Days for Disposal. He speaks: Tamil, Telugu and Odia. He practices at Bhattacharyya Group, and is based in Delhi. She provides pro bono services to the community. Her Client Demographics is Individuals.",7,"Banking and Finance Law, Civil Law, and Civil Law",3,Specialized Court,386.2510903,93.26577302,"Tamil, Telugu and Odia",Bhattacharyya Group,Delhi,yes,Individuals,male
Amira Lall,Amira,Lall,"Amira Lall has 26 years of experience in Real Estate Law, Medical Law, and Constitutional Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 190.2664946717654 USD per hour. He takes 77.63024489563969 Avg Days for Disposal. He speaks: Kannada, Hindi and Kannada. He practices at Sengupta LLC, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",26,"Real Estate Law, Medical Law, and Constitutional Law",5,Specialized Court,190.2664947,77.6302449,"Kannada, Hindi and Kannada",Sengupta LLC,Delhi,no,Small Businesses,male
Yakshit Deshmukh,Yakshit,Deshmukh,"Yakshit Deshmukh has 26 years of experience in Constitutional Law, Banking and Finance Law, and Labor Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 187.80766035278018 USD per hour. He takes 100.55238222337537 Avg Days for Disposal. He speaks: Telugu, Marathi and Odia. He practices at Sundaram, Lalla and Gour, and is based in Chennai. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",26,"Constitutional Law, Banking and Finance Law, and Labor Law",5,Specialized Court,187.8076604,100.5523822,"Telugu, Marathi and Odia","Sundaram, Lalla and Gour",Chennai,yes,Small Businesses,male
Saira Loke,Saira,Loke,"Saira Loke has 2 years of experience in Immigration Law, Family Law, and Human Rights Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is District Court. He charges 427.02862140748334 USD per hour. He takes 88.83267845795291 Avg Days for Disposal. He speaks: Odia, Kannada and Urdu. He practices at Tailor Inc, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Large Corporations.",2,"Immigration Law, Family Law, and Human Rights Law",2,District Court,427.0286214,88.83267846,"Odia, Kannada and Urdu",Tailor Inc,Bangalore,yes,Large Corporations,male
Heer Dixit,Heer,Dixit,"Heer Dixit has 22 years of experience in Criminal Law, Family Law, and Media and Entertainment Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is District Court. He charges 82.56076598359698 USD per hour. He takes 85.86072822455793 Avg Days for Disposal. He speaks: Gujarati, Telugu and Hindi. He practices at Gaba-Krishnan, and is based in Delhi. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",22,"Criminal Law, Family Law, and Media and Entertainment Law",5,District Court,82.56076598,85.86072822,"Gujarati, Telugu and Hindi",Gaba-Krishnan,Delhi,yes,Large Corporations,male
Aniruddh Balay,Aniruddh,Balay,"Aniruddh Balay has 22 years of experience in Real Estate Law, Constitutional Law, and Environmental Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 446.4973167604546 USD per hour. He takes 84.5741424585992 Avg Days for Disposal. He speaks: Odia, Punjabi and Assamese. He practices at Maharaj Ltd, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Individuals.",22,"Real Estate Law, Constitutional Law, and Environmental Law",2,Supreme Court,446.4973168,84.57414246,"Odia, Punjabi and Assamese",Maharaj Ltd,Bangalore,yes,Individuals,male
Mohanlal Sane,Mohanlal,Sane,"Mohanlal Sane has 3 years of experience in Corporate Law, Family Law, and Intellectual Property Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is High Court. He charges 165.4977604531615 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Hindi, Assamese and Marathi. He practices at Saini, Tank and Cheema, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",3,"Corporate Law, Family Law, and Intellectual Property Law",3.085416667,High Court,165.4977605,91.07675778,"Hindi, Assamese and Marathi","Saini, Tank and Cheema",Bangalore,no,Individuals,male
Miraya Rout,Miraya,Rout,"Miraya Rout has 27 years of experience in Labor Law, Medical Law, and Medical Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is District Court. He charges 316.84313648997227 USD per hour. He takes 83.28183532602063 Avg Days for Disposal. He speaks: Tamil, Bengali and Urdu. He practices at Bhardwaj and Sons, and is based in Chennai. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",27,"Labor Law, Medical Law, and Medical Law",1,District Court,316.8431365,83.28183533,"Tamil, Bengali and Urdu",Bhardwaj and Sons,Chennai,no,Large Corporations,male
Aaina Sani,Aaina,Sani,"Aaina Sani has 18 years of experience in Constitutional Law, Environmental Law, and Intellectual Property Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 471.19738055079995 USD per hour. He takes 99.87214554003845 Avg Days for Disposal. He speaks: Assamese, Gujarati and Assamese. He practices at Chawla-Ravel, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Individuals.",18,"Constitutional Law, Environmental Law, and Intellectual Property Law",2,High Court,471.1973806,99.87214554,"Assamese, Gujarati and Assamese",Chawla-Ravel,Bangalore,yes,Individuals,male
Neelofar Acharya,Neelofar,Acharya,"Neelofar Acharya has 12 years of experience in Criminal Law, Labor Law, and Constitutional Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 355.1551256914909 USD per hour. He takes 84.07074677975729 Avg Days for Disposal. He speaks: Telugu, Marathi and Urdu. He practices at Jha-Hayre, and is based in Hyderabad. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",12,"Criminal Law, Labor Law, and Constitutional Law",2,High Court,355.1551257,84.07074678,"Telugu, Marathi and Urdu",Jha-Hayre,Hyderabad,no,Individuals,male
Ritvik Kamdar,Ritvik,Kamdar,"Ritvik Kamdar has 1 years of experience in Environmental Law, Consumer Protection Law, and Consumer Protection Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 236.49341561016647 USD per hour. He takes 113.89446144041072 Avg Days for Disposal. He speaks: Marathi, Urdu and Kannada. He practices at Suresh-Lad, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Large Corporations.",1,"Environmental Law, Consumer Protection Law, and Consumer Protection Law",4,District Court,236.4934156,113.8944614,"Marathi, Urdu and Kannada",Suresh-Lad,Delhi,yes,Large Corporations,male
Uthkarsh Doctor,Uthkarsh,Doctor,"Uthkarsh Doctor has 22 years of experience in Intellectual Property Law, Criminal Law, and Immigration Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 360.2903940074368 USD per hour. He takes 111.97815755222072 Avg Days for Disposal. He speaks: Marathi, Tamil and Hindi. He practices at Kulkarni-Chaudhuri, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",22,"Intellectual Property Law, Criminal Law, and Immigration Law",5,Specialized Court,360.290394,111.9781576,"Marathi, Tamil and Hindi",Kulkarni-Chaudhuri,Bangalore,no,Small Businesses,male
